nome,ingrediente,preparo,sabor
"Pimentões Recheados
","- 6 pimentões amarelos
- 3 colheres (sopa) de bacon picado
- 1 cebola picada
- 2 dentes de alho picados
- 1 quilo de carne moída
- 2 tabletes de MAGGI® Caldo de Picanha
- 2 tomates picados
- 4 colheres (sopa) de farinha de trigo
- 4 colheres (sopa) de cheiro-verde picado
- 1 fio de azeite","Corte os pimentões ao meio e retire as sementes. Reserve.
 Em uma panela, doure o bacon, em sua própria gordura. Acrescente a cebola e o alho e refogue. Adicione a carne moída, o MAGGI Caldo e refogue até secar toda a água. Junte os tomates e uma xícara (chá) de água. Misture bem. Cozinhe por cerca de 10 minutos. Polvilhe a farinha de trigo e cozinhe por cerca de 2 minutos.Finalize com o cheiro verde. Recheie as metades dos pimentões com a carne e distribua em uma assadeira untada com azeite e regue com o azeite. Asse em forno médio (180°C), preaquecido, por cerca de 30 minutos. Sirva. ",s
"Bife a Pizzaiola
","- 6 bifes de alcatra (cerca de 600 g) batidos com um batedor de carne até ficarem finos
- tempero pronto a gosto
- pimenta dedo-de-moça picada a gosto
- 3 dentes de alho
- 1 rodela de abacaxi espremida sobre os bifes

Para o recheio:
- 6 fatias de presunto cozido
- 6 fatias de queijo Minas Meia Cura

Para empanar:
- Farinha de trigo
- 3 ovos levemente batidos com 2 colheres (sopa) de água
- 2 xícaras de farinha de rosca (temperada com sal, 1 colher de sopa de orégano e 2 colheres de sopa de queijo ralado)

Para a cobertura:
- 18 fatias finas de muçarela (3 fatias para cada bife)
- 6 rodelas de tomate (1 rodela para bife)
- Orégano seco para polvilhar","Para temperar: Bata tudo junto, menos o abacaxi, até virar uma pasta. Tempere os bifes com a pasta de temperos e o abacaxi espremido. Deixe descansar por 30 min. 
Para o recheio: Coloque sobre cada bife aberto uma fatia de presunto e uma fatia de queijo. Dobre-os e feche com palitos. 
Para empanar: Passe os bifes pela farinha de trigo, pelos ovos batidos e pela farinha de rosca. Retire os palitos e frite os bifes em bastante óleo a uma temperatura não muito quente (mais ou menos 160 C para que a carne não fique crua no centro) até dourarem. Retire com uma escumadeira e escorra em papel absorvente. 
Obs: o bife em contato com o presunto fica com uma coloração meio rosada, podendo confundir com o bife um pouco cru. Para a cobertura Distribua os bifes numa assadeira e cubra-os com muçarela e tomate. Polvilhe o orégano e leve ao forno pré-aquecido a 200ºC até o queijo derreter (mais ou menos 5 min). Sirva em seguida... Fica delicioso!",s
"Salaminho de Chocolate
","- 200 gramas de Qualy Cremosa
- 200 gramas de Chocolate em pó
- 200 gramas de Biscoito maisena triturado
- 200 gramas de Amendoim grosseiramente triturado
- 1 xícara de chá de Açúcar
- 3 Ovos","Numa tigela grande misture todos os ingredientes, até obter uma massa homogênea. Divida a massa em duas partes. Coloque cada porção de massa em duas folhas de papel alumínio com cerca de 40 cm de comprimento. Enrole no formato de um salame. Leve ao freezer por 4 horas. Corte em fatias e sirva a seguir.

rende 10 porções",d
Carne de Panela com Polenta,"- 1 kg de miolo de acém cortado em pedaços grandes
- 2 dentes de alho amassados
- 1 colher (café) de tempero baiano
- 1 envelope de tempero para carne
- 1 colher (café) de colorau
- 2 colheres (sopa) de óleo
- 1 copo de água
- 1 tablete de caldo de bacon
- 2 cebolas cortadas em rodelas
- 2 tomates picados
- ½ xícara (chá) de cheiro verde picado
- Sal a gosto
- 2 colheres (sopa) de óleo

- Polenta cremosa
- 2 xícaras (chá) de fubá pré-cozido
- 4 xícaras (chá) de água
- 1 tablete de caldo de frango
- 1 pitada de sal
- 3 xícaras (chá) de queijo minas padrão ralado
- 3 xícaras (chá) de queijo gruyere ralado
- 1 xícara (chá) de queijo parmesão ralado
- 1 xícara (chá) de requeijão
- Sal a gosto
- 2 colheres (sopa) de manteiga","Carne de panela: tempere a carne com o alho, o tempero baiano, o tempero para carne e o colorau. Deixe descansar por 15 minutos. Aqueça o óleo em uma panela de pressão e doure a carne. Acrescente a água, o caldo de bacon, tampe a panela e deixe cozinhar por 20 minutos na pressão. Retire a panela do fogo, espere sair a pressão e volte para o fogo. Depois que a água secar e a carne estiver macia, deixe dar uma leve fritada e coloque a cebola, o tomate e o cheiro verde. Deixe refogar mais um pouco, mexendo sempre para que a água da cebola e tomate não deixe a carne muito molhada. Depois que a carne estiver um pouco frita, está pronto. 

Polenta cremosa: hidrate a polenta com a água. Coloque em uma panela com o caldo de frango e leve para cozinhar no fogo baixo. Quando estiver cozido, acrescente os queijos, o requeijão, acerte o sal e misture até que fique homogêneo. Por fim, coloque a manteiga, misture e sirva",s
Risoto Napolitano,"Almôndegas:
- 1 xícara (chá) de água
- 1 pão francês
- 500g de carne moída (patinho)
- 1 pacote de sopa de cebola
- 4 colheres (sopa) de óleo

Molho:
- 4 colheres de sopa de óleo
- 2 dentes de alho picada
- 1 cebola picada
- 3 xícaras (chá) de molho de tomate
- 1 colher (sopa) de açúcar
- Sal a gosto

Arroz:
- 3 xícaras (chá) de arroz cozido
- 1 xícara (chá) de ervilha
- ½ xícara (chá) de azeitona preta sem caroço
- ½ xícara (chá) de cebolinha picada

Demais ingredientes:
- 100 g de presunto fatiado
- 100 g de queijo mussarela fatiada
- Queijo mussarela ralado a gosto","Almôndegas: hidrate o pão francês na água. Retire todo o excesso de água do pão e reserve. Em um recipiente, misture bem a carne moída com o pão e a sopa de cebola. Faça pequenas bolinhas. 
Em uma frigideira, coloque o óleo e doure as almôndegas e reserve. 
Molho: em uma panela, coloque o óleo e refogue o alho e a cebola. Adicione o molho de tomate e deixe ferver um pouco. Acrescente o açúcar para tirar a acidez, se necessário. Acerte o sal.
Arroz: em um recipiente, misture o arroz, a ervilha, a azeitona e a cebolinha. 

Montagem: em uma travessa, coloque uma camada de molho, as almôndegas, o presunto, o queijo mussarela, o arroz, o restante do molho e, por fim, o queijo ralado a gosto. Leve ao forno alto para gratinar.

50 minutos 4 porções",s
Lasanha ao molho vermelho e branco,"Molho vermelho:
- 3 colheres (sopa) de azeite
- 1 xícara (chá) de cebola picada
- 2 dentes de alho picados
- 3 xícaras (chá) de molho de tomate
- 2 xícaras (chá) de tomates picados
- ½ xícara (chá) de manjericão
- 1 pitada de açúcar
- Sal
Molho de requeijão cremoso:
- 2 colheres (sopa) de manteiga
- 2 colheres (sopa) de farinha de trigo
- ½ xícara (chá) de cebola ralada
- 3 xícaras (chá) de leite
- ½ xícara (chá) de parmesão ralado
- 1 xícara (chá) de requeijão cremoso
- 1 pitada de noz moscada","Montagem :
250g de massa pré-cozida para lasanha 
Molho de tomate
Molho branco 
400g de queijo mussarela fatiado 
3 xícaras (chá) de brócolis 
½ xícara (chá) de parmesão 

Modo de Preparo:
Molho Vermelho: em uma panela, aqueça o azeite e refogue a cebola e o alho. Acrescente o molho de tomate e o tomate. Tempere com sal a gosto. Adicione uma pitada de açúcar. Deixe apurar em fogo médio. Coloque o manjericão e desligue. 
Molho de requeijão cremoso: em outra panela, aqueça a manteiga, a cebola e a farinha de trigo. Acrescente o leite fervendo. Adicione o parmesão e o requeijão. Mexa sempre até engrossar. Coloque a noz moscada. 

Montagem: coloque uma concha do molho vermelho no fundo da travessa em seguida cubra o fundo da travessa com fatias de massa. Coloque o molho de requeijão e depois acrescente as fatias de mussarela e os brócolis. Repita a sequência até completar a travessa. Termine com molho e salpique parmesão. Leve ao forno pré-aquecido a 200°C até aquecer.
Dica: Se preferir pode começar com o molho branco 
Tempo de preparo: 45 minutos 
Porções: 6
",s
Bolinho de arroz assado,"Ingredientes:
- 2 xícaras (chá) de arroz cozido
- ½ xícara (chá) de leite
- 2 ovos
- 1 xícara (chá) de cheiro verde picado
- 2 colheres (sopa) de farinha de trigo
- Sal a gosto
- Pimenta-do-reino a gosto
- 1 gema para pincelar
- ½ xícara (chá) de queijo tipo parmesão ralado
- Óleo para untar a assadeira","Em uma tigela, misture o arroz, o leite, os ovos, o cheiro verde, a farinha de trigo, o sal e a pimenta-do-reino a gosto até que fique homogêneo. Se for necessário, acrescente mais farinha de trigo. Modele os bolinhos e coloque-os em uma assadeira untada. Pincele-os com a gema e polvilhe o queijo tipo parmesão. Leve para assar no forno médio (180ºC) pré-aquecido por cerca de 30 minutos ou até que estejam dourados.

45 minutos 8 porções",s
Penne ao molho de carne,"- 500 gramas de Massa Penne ou de sua preferência
- 2 colheres (sopa) de azeite
- 1 kg de maminha cortada em cubos
- 2 dentes de alho picados
- 2 xícaras (chá) de cebola em anel
- 1 xícara (chá) de caldo de carne
- 2 xícaras (chá) de creme de leite fresco
- 2 xícaras (chá) de brócolis
- 1 colher (sopa) de alecrim (Opcional)
- ½ xícara (chá) de cebolinha picada
","Massa: cozinhe a massa em água e sal até ficar “al dente”.
Molho de carne: em uma panela, doure a carne rapidamente com um pouco de azeite. Coloque em uma assadeira, cubra com papel alumínio e asse por 1 hora ou até ficar macia. Na mesma panela, frite o alho rapidamente, acrescente a cebola e mexa até ganhar cor. Coloque o caldo de carne e depois o creme de leite. Volte com a carne e o suco que formou com ela. Finalize com os brócolis e alecrim. Decore com a cebolinha.
",s
Espaguete ao molho de calabresa,"- 500 gramas massas espaguete ou de sua preferência

Molho de Calabresa:
- 2 colheres (sopa) de azeite
- 2 dentes de alho picados
- 1 xícara (chá) de cebola picada
- 2 xícaras (chá) calabresa fresca
- 2 xícaras (chá) de calabresa defumada
- 1 1/2 xícaras de molho de tomate
- 2 xícaras de tomates em cubos
- 1/2 xícara ( chá) de salsa picada
- 1/2 xícara (chá) de manjericão","Massa: cozinhe a massa em água e sal até ficar “al dente”. 
Molho de calabresa: em uma panela, doure o alho no azeite. acrescente a cebola e deixe murchar. 
Coloque as linguiças e deixe dourar um pouco, adicione o molho de tomate e ferva um pouco. Coloque o tomate fresco e deixar amolecer. Finalize com a salsa e o manjericão.",s
"Alfajor Argentino
","Massa:
- ¾ xícara (chá) de manteiga (135g)
- 1 e ½ xícara (chá) de amido (150g)
- ½ xícara (chá) de açúcar (80g)
- 1 xícara (chá) de farinha de trigo (110g)
- 2 gemas (40g)
- 1 colher (chá) de fermento em pó (4g)
- 1 colher (chá) de água gelada ou conhaque (5ml)
- 700 gramas de doce de leite cremoso
- 1 colher (chá) de raspas de limão (3g)
- 2 colheres (sopa) de coco seco ralado (26g)
- 1 colher (chá) de essência de baunilha (5ml)","Massa:
Na batedeira, bata a manteiga com o açúcar e as gemas até obter um creme. Sem bater, adicione a água, as raspas e a essência, intercalando a farinha, previamente misturada com o amido e com o fermento. Sobre superfície polvilhada com amido, abra a massa com espessura de cerca de 3mm e corte círculos de 6 cm. Coloque sobre assadeiras untadas e enfarinhadas e asse no forno pré-aquecido até dourar ligeiramente. Depois de frios, cuidadosamente, una 2 círculos com uma camada generosa de doce de leite, e passe a lateral no coco ralado. Sirva em temperatura ambiente.",d
"Palha Italiana
","Ingredientes:
- 2 lata de leite condensado
- 4 colheres de sopa de chocolate em pó
- 2 colher de sopa de margarina
- 2 pacote de biscoito maisena
- União Glaçúcar para passar a palha","Misture o leite condensado com o chocolate e a manteiga. Leve ao fogo baixo, mexendo sempre, até soltar do fundo da panela, como brigadeiro. Depois de morno, incorpore o biscoito. Espalhe no refratário untado com óleo, cubra com filme plástico, pressione para nivelar e reserve até o dia seguinte. Corte em quadrados de 5cm e passe-os no União Glaçúcar. Embale a gosto, e sirva em temperatura ambiente.",d
"Frango com crosta de queijo
","Crosta:
- 100 g de mussarela ralada no ralo grosso (1 xícara de chá)
- 150 g de queijo prato ralado no ralo grosso (1 ½ xícara de chá)
- ¼ xícara (chá) de maionese (50 g)
- 2 dentes de alho picadinhos
- ½ xícara (chá) de farinha de rosca (50 g)
- ½ xícara (chá) de cebolinha picadinha (30 g)
- Carne 500 g de peito de frango sem osso, limpo e temperado com sal e pimenta-do-reino moída a gosto","Crosta: Em uma tigela, coloque mussarela ralada no ralo grosso, queijo prato ralado no ralo grosso, maionese, alho picadinho, farinha de rosca e cebolinha picadinha e misture bem. 
Frango: Em uma assadeira antiaderente e untada com um fio de azeite, coloque o filé de peito de frango sem osso, (limpo e temperado com sal e pimenta-do-reino moída a gosto). Com uma faca, faça cortes superficiais nos filés de frango, na diagonal, até a metade de sua altura (para grudar a crosta de queijo no frango). Sobre cada filé espalhe uma porção da crosta de queijo (feita acima) e leve ao forno alto pré-aquecido a 250°C por aproximadamente 20 minutos ou até dourar. Retire do forno e sirva em seguida.
 
Fica maravilhoso! Bom Apetite!",s
Bolo de Damasco,"Massa:
- 1 xícara (chá) de farinha de trigo
- 1 xícara (chá) de açúcar
- 4 ovos
- 1 xícara (chá) de leite quente
- 1 colher (sopa) de fermento em pó

Recheio:
- 200g de damasco
- 1 e 1/2 xícara (chá) de água
- 1 e 1/2 xícara (chá) de açúcar


Decoração:
- Chantilly e damasco","Recheio:
Em um recipiente coloque os damascos e a água ou vinho branco ou rosé
Deixe de molho de um dia para o outro
A seguir, bata no liquidificador até obter um purê
Coloque em uma panela e adicione o açúcar
Leve ao fogo baixo e cozinhe por aproximadamente 22 a 25 minutos até obter uma geleia. Reserve


Massa:
Na vasilha da batedeira coloque as claras e bata em neve
Adicione o açúcar aos poucos, as gemas e o leite quente
Continue batendo para se agregarem. Desligue
Acrescente a farinha aos poucos e o fermento mexendo delicadamente
Coloque a massa em uma assadeira redonda (nº24) de fundo falso untada e polvilhada
Leve ao forno pré-aquecido 150ºC por 30 a 35 minutos
Deixe esfriar e corte ao meio
Empregue o recheio de geleia de damascos
Recoloque a parte retirada
Decore com chantilly e damascos",d
"Panetone trufado
","- 1 Panetone tradicional
- Ganache
- 150 gramas de chocolate branco
- ½ xícara (chá) de creme de leite
- 2 ½ colheres (sopa) de licor de cacau ou de sua preferência (opcional)
- Frutas secas a gosto
Cobertura:
- 150g de chocolate branco
- ½ xícara (chá) de creme de leite
- 2 colheres (sopa) de licor de sua preferência (opcional)
- Derreta e tempere o chocolate com o licor, reserve
","Modo de Preparo do Ganache:
Derreta o chocolate com creme de leite e misture bem até formar um creme homogêneo, esfrie e misture as frutas secas e o licor.

 Modo de Preparo:
Corte a tampa e vire o panetone. Retire toda a forma de papel que o envolve e, com uma faca de serra, faça um círculo de aproximadamente 3 cm de diâmetro no centro do panetone;
Retire o círculo com bastante cuidado e acrescente o recheio misturando com o panetone retirado do circulo. Recoloque o círculo. Vire o panetone, pincele a superfície com um pouco de ganache e grude a tampa. Coloque-o sobre uma grelha com um refratário embaixo. Despeje o chocolate sobre o panetone, espalhando-o com uma espátula;
Coloque o panetone sobre uma assadeira forrada com papel-manteiga e leve-a à geladeira por 5 minutos para secar, decoração a gosto.",d
